method: com.coveros.training.authentication.LoginServlet.doPost | lines: 27:50 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/authentication/LoginServlet.java
commit: 86e58a92d50a9b0fc7e65a8c59c6af2575798b05 | author: Byron Katz
commit: d20ee82d765f8c802d3d25cf399d51d9d42a0e7f | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.getBorrowerName | lines: 275:284 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: 99008cb5ce18edfa2d9327e1afd4011c742a5a9e | author: Byron Katz
commit: d52b872ce223db5e4ce94a7e8147ce5ceb2ad00e | author: Byron Katz
commit: e4d1be55f82f51b456d5e42daf6b68c7ce219e1b | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: de199f7d3edd3b36ceac821a6ee1f7b7c92e29e2 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: 0f62ba7d2009b71fc18f0ff8a57942fca0e70d56 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 673f09feba89fb08478e9dc3745adb1947b3afa5 | author: Byron Katz
commit: 41c6848b6ce8c809d95ff54183fa3e07832ae3d0 | author: Byron Katz
commit: 258993af613030fef7bc327efb0fc8ef886a8d79 | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 461ccf574cf733091a83990c41d7da9e63c5cfd6 | author: Byron Katz
commit: 41ac804af51d72cb47720a7932e7ab21fabe95a2 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
commit: b1f284a22756478a8f5c9df5f89d7f589debe8b9 | author: Byron Katz
commit: 871ecc47278f4a87c097397a494cb6f0dc2a3e22 | author: Byron Katz
commit: acbe0848427328f8b7a1417cbaec7249c52b2685 | author: Byron Katz
commit: 42e5daabd85b4012c4735f119d606252903d63f0 | author: Byron Katz
commit: 54bdbde81c200bda9bec2736404ca90828be0aa0 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.isEmpty | lines: 551:553 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: ac8b0cc82559710602ba2e4f1abf17beeeb1719e | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.listAllBooks | lines: 351:353 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: 8cbb38c0aa259a4e2709c69fd0cfa6a5a95d38a7 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: 4c2e373fb6738c0fe19b2067860741d3957aad41 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.listAllBorrowers | lines: 381:396 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 99008cb5ce18edfa2d9327e1afd4011c742a5a9e | author: Byron Katz
commit: e4d1be55f82f51b456d5e42daf6b68c7ce219e1b | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: 16b876992047bd04b500fdbe939d5bb3ab5a859d | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.listAvailableBooks | lines: 357:359 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: 8cbb38c0aa259a4e2709c69fd0cfa6a5a95d38a7 | author: Byron Katz
commit: 14ff9a0aa551587275df44bcff8a59c0b6a21de9 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.listBooks | lines: 362:377 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 99008cb5ce18edfa2d9327e1afd4011c742a5a9e | author: Byron Katz
commit: e4d1be55f82f51b456d5e42daf6b68c7ce219e1b | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 8cbb38c0aa259a4e2709c69fd0cfa6a5a95d38a7 | author: Byron Katz
commit: 14ff9a0aa551587275df44bcff8a59c0b6a21de9 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.migrateDatabase | lines: 612:615 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 2d24dba562f3a284a5dd74639f0c033fb454f8b6 | author: Byron Katz
commit: 2abd7d4efaf910be4f6d9fc6410f5677edc17dcb | author: Byron Katz
commit: 45b543bba4b60709c0086ba0c96bab7d13098d2d | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.obtainConnectionPool | lines: 45:48 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 2d24dba562f3a284a5dd74639f0c033fb454f8b6 | author: Byron Katz
commit: e0c3c29f8e542f158381318464e52a2557f8bcab | author: Byron Katz
commit: 9e1a2987331ec795a6877606ad45adbb51d471d4 | author: Byron Katz
commit: 45b543bba4b60709c0086ba0c96bab7d13098d2d | author: Byron Katz
commit: a05eb9e316af7d761d22184796fd7092a47b41fd | author: Byron Katz
commit: 258993af613030fef7bc327efb0fc8ef886a8d79 | author: Byron Katz
commit: 2c9ccda725803be6016dd198e5d75ca44f7af845 | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 461ccf574cf733091a83990c41d7da9e63c5cfd6 | author: Byron Katz
commit: 41ac804af51d72cb47720a7932e7ab21fabe95a2 | author: Byron Katz
commit: b4f301839c1c830db0a4f97ef93d41e8d2f2a894 | author: Byron Katz
commit: 3016a7a223b1805cac1847f8fa3b55b6a48b53d3 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.prepareStatementWithKeys | lines: 74:76 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c94b14202324c6300f0a207a053410ef00f84820 | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 461ccf574cf733091a83990c41d7da9e63c5cfd6 | author: Byron Katz
commit: 41ac804af51d72cb47720a7932e7ab21fabe95a2 | author: Byron Katz
commit: 2628a8d96c163ade0bdc94a1002b16cb4b156965 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
commit: 79a0a3e9183f3b0193232a1720ccab39f396a0b3 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
commit: b1f284a22756478a8f5c9df5f89d7f589debe8b9 | author: Byron Katz
commit: 871ecc47278f4a87c097397a494cb6f0dc2a3e22 | author: Byron Katz
commit: acbe0848427328f8b7a1417cbaec7249c52b2685 | author: Byron Katz
commit: 54bdbde81c200bda9bec2736404ca90828be0aa0 | author: Byron Katz
commit: 875d29bc6e14db740ccb4e54cb29d1f54b240249 | author: Byron Katz
commit: d20ee82d765f8c802d3d25cf399d51d9d42a0e7f | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.runBackup | lines: 556:565 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 45b543bba4b60709c0086ba0c96bab7d13098d2d | author: Byron Katz
commit: aa28391e263903249f57f4b1c56c616e8d7838e7 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.runQuery | lines: 135:148 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 48b1d3d84728d3bd71fbdd3c67692e05adc583f1 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.runRestore | lines: 568:585 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: de199f7d3edd3b36ceac821a6ee1f7b7c92e29e2 | author: Byron Katz
commit: 778e1c078f78630e4a59d04452d3ea9b4fc57dc2 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 45b543bba4b60709c0086ba0c96bab7d13098d2d | author: Byron Katz
commit: aa28391e263903249f57f4b1c56c616e8d7838e7 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.saveNewBook | lines: 238:243 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: f7fd50caa0cc8b63fbaee01d6eb1a514b3abce41 | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: de199f7d3edd3b36ceac821a6ee1f7b7c92e29e2 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: c94b14202324c6300f0a207a053410ef00f84820 | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 2628a8d96c163ade0bdc94a1002b16cb4b156965 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
commit: 79a0a3e9183f3b0193232a1720ccab39f396a0b3 | author: Byron Katz
commit: 4ef3c45d9b63c0d8868f608468c16c9d30100af3 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.saveNewBorrower | lines: 221:226 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: f7fd50caa0cc8b63fbaee01d6eb1a514b3abce41 | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: de199f7d3edd3b36ceac821a6ee1f7b7c92e29e2 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: c94b14202324c6300f0a207a053410ef00f84820 | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 2628a8d96c163ade0bdc94a1002b16cb4b156965 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
commit: 4ef3c45d9b63c0d8868f608468c16c9d30100af3 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.saveNewUser | lines: 449:454 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: 279796fab7e9f2e8c787d5c519e63df4dc3e5163 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.searchBooksById | lines: 319:331 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: 99008cb5ce18edfa2d9327e1afd4011c742a5a9e | author: Byron Katz
commit: e4d1be55f82f51b456d5e42daf6b68c7ce219e1b | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: 4c2e373fb6738c0fe19b2067860741d3957aad41 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.searchBooksByTitle | lines: 304:315 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: 99008cb5ce18edfa2d9327e1afd4011c742a5a9e | author: Byron Katz
commit: e4d1be55f82f51b456d5e42daf6b68c7ce219e1b | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: de199f7d3edd3b36ceac821a6ee1f7b7c92e29e2 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: 0f62ba7d2009b71fc18f0ff8a57942fca0e70d56 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 41c6848b6ce8c809d95ff54183fa3e07832ae3d0 | author: Byron Katz
commit: 258993af613030fef7bc327efb0fc8ef886a8d79 | author: Byron Katz
commit: 8aba36eab4adb5e37b403267742e583abe9bb37a | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 461ccf574cf733091a83990c41d7da9e63c5cfd6 | author: Byron Katz
commit: 41ac804af51d72cb47720a7932e7ab21fabe95a2 | author: Byron Katz
commit: b4f301839c1c830db0a4f97ef93d41e8d2f2a894 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.searchBorrowerDataByName | lines: 288:300 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: 99008cb5ce18edfa2d9327e1afd4011c742a5a9e | author: Byron Katz
commit: e4d1be55f82f51b456d5e42daf6b68c7ce219e1b | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: de199f7d3edd3b36ceac821a6ee1f7b7c92e29e2 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: 0f62ba7d2009b71fc18f0ff8a57942fca0e70d56 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 41c6848b6ce8c809d95ff54183fa3e07832ae3d0 | author: Byron Katz
commit: 258993af613030fef7bc327efb0fc8ef886a8d79 | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 461ccf574cf733091a83990c41d7da9e63c5cfd6 | author: Byron Katz
commit: 41ac804af51d72cb47720a7932e7ab21fabe95a2 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
commit: b1f284a22756478a8f5c9df5f89d7f589debe8b9 | author: Byron Katz
commit: 871ecc47278f4a87c097397a494cb6f0dc2a3e22 | author: Byron Katz
commit: acbe0848427328f8b7a1417cbaec7249c52b2685 | author: Byron Katz
commit: 3016a7a223b1805cac1847f8fa3b55b6a48b53d3 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.searchBorrowersById | lines: 335:347 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: 99008cb5ce18edfa2d9327e1afd4011c742a5a9e | author: Byron Katz
commit: e4d1be55f82f51b456d5e42daf6b68c7ce219e1b | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: 16b876992047bd04b500fdbe939d5bb3ab5a859d | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.searchForLoanByBook | lines: 425:442 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 99008cb5ce18edfa2d9327e1afd4011c742a5a9e | author: Byron Katz
commit: 279796fab7e9f2e8c787d5c519e63df4dc3e5163 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.searchForLoanByBorrower | lines: 400:421 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 99008cb5ce18edfa2d9327e1afd4011c742a5a9e | author: Byron Katz
commit: 279796fab7e9f2e8c787d5c519e63df4dc3e5163 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.searchForUserByName | lines: 458:469 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: 99008cb5ce18edfa2d9327e1afd4011c742a5a9e | author: Byron Katz
commit: 279796fab7e9f2e8c787d5c519e63df4dc3e5163 | author: Byron Katz
commit: e4d1be55f82f51b456d5e42daf6b68c7ce219e1b | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 41c6848b6ce8c809d95ff54183fa3e07832ae3d0 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.throwingFunctionWrapper | lines: 196:202 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: 48b1d3d84728d3bd71fbdd3c67692e05adc583f1 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.updateBorrower | lines: 247:253 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: f7fd50caa0cc8b63fbaee01d6eb1a514b3abce41 | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: de199f7d3edd3b36ceac821a6ee1f7b7c92e29e2 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 461ccf574cf733091a83990c41d7da9e63c5cfd6 | author: Byron Katz
commit: 41ac804af51d72cb47720a7932e7ab21fabe95a2 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
commit: 871ecc47278f4a87c097397a494cb6f0dc2a3e22 | author: Byron Katz
commit: acbe0848427328f8b7a1417cbaec7249c52b2685 | author: Byron Katz
commit: 54bdbde81c200bda9bec2736404ca90828be0aa0 | author: Byron Katz
method: com.coveros.training.persistence.PersistenceLayer.updateUserWithPassword | lines: 489:495 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/PersistenceLayer.java
commit: c828aa612929b78514f14fb2a68bbba4ef6711b7 | author: Byron Katz
commit: f7fd50caa0cc8b63fbaee01d6eb1a514b3abce41 | author: Byron Katz
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: de199f7d3edd3b36ceac821a6ee1f7b7c92e29e2 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 340f96edca25606f0cff6b33ea493e92a039c10a | author: Byron Katz
commit: 461ccf574cf733091a83990c41d7da9e63c5cfd6 | author: Byron Katz
commit: 41ac804af51d72cb47720a7932e7ab21fabe95a2 | author: Byron Katz
commit: b4f301839c1c830db0a4f97ef93d41e8d2f2a894 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.persistence.SqlData.SqlData | lines: 53:55 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/SqlData.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 822d15ab5dc2ab2b984419b6d0f91929498b6c9d | author: Byron Katz
commit: 8d51efe28f238e053461eea6629601a5e3500216 | author: Byron Katz
commit: 23ac52d87ae43dc548fd4a92bdb611af073f0f79 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
method: com.coveros.training.persistence.SqlData.SqlData | lines: 53:55 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/SqlData.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 822d15ab5dc2ab2b984419b6d0f91929498b6c9d | author: Byron Katz
commit: 8d51efe28f238e053461eea6629601a5e3500216 | author: Byron Katz
commit: 23ac52d87ae43dc548fd4a92bdb611af073f0f79 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
method: com.coveros.training.persistence.SqlData.addParameter | lines: 98:100 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/SqlData.java
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 822d15ab5dc2ab2b984419b6d0f91929498b6c9d | author: Byron Katz
commit: 8d51efe28f238e053461eea6629601a5e3500216 | author: Byron Katz
commit: 23ac52d87ae43dc548fd4a92bdb611af073f0f79 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
method: com.coveros.training.persistence.SqlData.applyParametersToPreparedStatement | lines: 108:125 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/SqlData.java
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 822d15ab5dc2ab2b984419b6d0f91929498b6c9d | author: Byron Katz
commit: 8d51efe28f238e053461eea6629601a5e3500216 | author: Byron Katz
commit: 23ac52d87ae43dc548fd4a92bdb611af073f0f79 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
method: com.coveros.training.persistence.SqlData.createEmpty | lines: 170:172 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/SqlData.java
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 23ac52d87ae43dc548fd4a92bdb611af073f0f79 | author: Byron Katz
method: com.coveros.training.persistence.SqlData.equals | lines: 127:144 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/SqlData.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: cdf5f5f8d254f0c7428f211b0216569c1c26a760 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 822d15ab5dc2ab2b984419b6d0f91929498b6c9d | author: Byron Katz
commit: 258993af613030fef7bc327efb0fc8ef886a8d79 | author: Byron Katz
commit: 8d51efe28f238e053461eea6629601a5e3500216 | author: Byron Katz
commit: 23ac52d87ae43dc548fd4a92bdb611af073f0f79 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
method: com.coveros.training.persistence.SqlData.generateParams | lines: 79:83 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/SqlData.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
method: com.coveros.training.persistence.SqlData.hashCode | lines: 146:155 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/SqlData.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 23ac52d87ae43dc548fd4a92bdb611af073f0f79 | author: Byron Katz
method: com.coveros.training.persistence.SqlData.isEmpty | lines: 174:176 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/SqlData.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 23ac52d87ae43dc548fd4a92bdb611af073f0f79 | author: Byron Katz
commit: 1fd4dc57e75d4f107d86b0afd574060f4d6b6b73 | author: Byron Katz
method: com.coveros.training.persistence.SqlData.toString | lines: 157:168 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/persistence/SqlData.java
commit: c5941053ae2038fa4d213ee8d2ca76652532c5f0 | author: Byron Katz
commit: f78b8435cced3c0fd24ec371f2f84fb87516ca03 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 23ac52d87ae43dc548fd4a92bdb611af073f0f79 | author: Byron Katz
